spec,tau,minConf,collapse,selectPasses,selectUnits,selectN,nMembers
compact+gbm+iso,0.01,60,mostBooks,6,284.4,8959,3
compact+gbm,0.0,55,maxEv,6,279.8,16031,2
compact+offset,0.04,55,maxEv,6,273.9,6830,2
box+offset+iso,0.0,0,maxEv,6,272.3,40811,3
compact+offset+iso,0.02,55,maxEv,6,269.5,11079,3
price+compact+box,0.01,55,maxEv,6,267.4,10581,3
price+compact+offset,0.01,55,maxEv,6,265.5,10387,3
offset+iso,0.02,0,mostBooks,6,264.4,31744,2
compact+box,0.04,55,maxEv,6,262.8,7037,2
price+gbm+offset,0.0,55,maxEv,6,256.4,14776,3
compact+box+iso,0.02,55,maxEv,6,255.2,11237,3
compact+box+offset,0.04,55,maxEv,6,254.7,7731,3
compact+offset+iso,0.04,55,maxEv,6,254.1,7741,3
compact+offset,0.04,55,mostBooks,6,252.5,6828,2
price+compact+iso,0.01,55,maxEv,6,248.7,10345,3
compact+box+iso,0.04,55,maxEv,6,247.6,7867,3
compact+box+offset,0.02,55,maxEv,6,247.4,11040,3
compact+box+iso,0.02,55,mostBooks,6,246.2,11236,3
compact+offset+iso,0.04,55,mostBooks,6,243.6,7740,3
price+compact+box,0.01,55,mostBooks,6,240.5,10579,3
price+compact+offset,0.01,55,mostBooks,6,240.0,10386,3
price+compact+gbm,0.01,55,maxEv,6,239.4,11258,3
compact+iso,0.0,55,maxEv,6,238.2,15526,2
price+compact+iso,0.01,55,mostBooks,6,236.4,10344,3
compact+offset,0.01,55,maxEv,6,235.9,12576,2
compact+box+offset,0.04,55,mostBooks,6,232.3,7729,3
gbm+offset+iso,0.04,60,maxEv,6,227.9,6122,3
box+gbm+iso,0.04,60,maxEv,6,223.3,6207,3
compact+iso,0.0,55,mostBooks,6,221.7,15526,2
compact+box+offset,0.02,55,mostBooks,6,218.3,11038,3
price+compact+gbm,0.01,55,mostBooks,6,207.2,11255,3
gbm+iso,0.0,0,maxEv,6,205.3,42046,2
gbm+iso,0.0,0,mostBooks,6,189.6,42052,2
price+box+offset,0.04,55,maxEv,6,188.7,6408,3
box,0.04,55,maxEv,6,165.4,9724,1
offset+iso,0.0,0,maxEv,6,157.3,41214,2
price+box+offset,0.02,55,maxEv,6,150.5,9790,3
box+iso,0.04,55,maxEv,6,145.2,10123,2
iso,0.0,55,maxEv,6,136.6,18945,1
iso,0.02,55,maxEv,6,136.1,15150,1
price+offset+iso,0.02,55,maxEv,6,135.9,9664,3
price+offset+iso,0.01,55,maxEv,6,135.5,12026,3
iso,0.02,55,mostBooks,6,134.4,15151,1
box+iso,0.04,55,mostBooks,6,131.7,10123,2
iso,0.0,55,mostBooks,6,131.1,18946,1
price+offset+iso,0.01,55,mostBooks,6,128.8,12027,3
price+box,0.02,55,maxEv,6,114.4,8037,2
price+box,0.02,55,mostBooks,6,100.4,8035,2
compact+box+offset,0.02,0,maxEv,5,828.0,27859,3
compact+offset,0.02,0,mostBooks,5,782.2,26339,2
price+box+offset,0.02,0,maxEv,5,770.8,26157,3
price+compact+box,0.01,0,mostBooks,5,755.6,29178,3
price+compact+offset,0.01,0,mostBooks,5,722.0,29147,3
price+compact+box,0.02,0,mostBooks,5,699.1,21938,3
